,CIK,Company Name,Date Filed,Filename,Form Type,URL,attriburtes,values
221,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,CDS Text,"Receive quarterly notional amount multiplied by .565% and pay Morgan Stanley, Inc. upon default event of Walt Disney Co., par value of the notional amount of Walt Disney Co. 6.375%"
222,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Expiration Date,March 2009
223,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Notional Amount (000s),"$3,000"
224,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Unrealized Appreciation/ (Depreciation) (000s),$(2)
225,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,CDS Text,"Receive quarterly notional amount multiplied by .35% and pay Goldman Sachs upon default event of Devon Energy Corp., par value of the notional amount of Devon Energy Corp."
226,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Expiration Date,4/15/32 June
227,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Notional Amount (000s),2006$
228,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Unrealized Appreciation/ (Depreciation) (000s),1000
229,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,CDS Text,"Receive quarterly notional amount multiplied by .41% and pay Merrill Lynch, Inc. upon default event of Talisman Energy, Inc., par value of the notional amount of Talisman Energy, Inc. 7.25%"
230,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Expiration Date,March 2009
231,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Notional Amount (000s),$200
232,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Unrealized Appreciation/ (Depreciation) (000s),$(2)
233,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,CDS Text,"Receive quarterly notional amount multiplied by .35% and pay Goldman Sachs upon default event of Devon Energy Corp., par value of the notional amount of Devon Energy Corp. 7.95%"
234,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Expiration Date,June 2006
235,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Notional Amount (000s),$200
236,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Unrealized Appreciation/ (Depreciation) (000s),$0
237,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,CDS Text,"Receive quarterly notional amount multiplied by 1.38% and pay Merrill Lynch, Inc. upon default event of Bombardier, Inc., par value of the notional amount of Bombardier, Inc. 6.75%"
238,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Expiration Date,March 2009
239,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Notional Amount (000s),$700
240,354046,FIDELITY CHARLES STREET TRUST,2004-05-28,edgar/data/354046/0000354046-04-000004.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/354046/0000354046-04-000004.txt,Unrealized Appreciation/ (Depreciation) (000s),$(7)
241,3794,ALLIANCEBERNSTEIN BOND FUND INC,2004-06-09,edgar/data/3794/0000936772-04-000119.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/3794/0000936772-04-000119.txt,NA,NA
242,741375,MORGAN STANLEY INSTITUTIONAL FUND TRUST,2004-06-08,edgar/data/741375/0001047469-04-019678.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/741375/0001047469-04-019678.txt,NA,NA
243,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,CDS Text,"Receive quarterly notional amount multiplied by .35% and pay Goldman Sachs upon default event of Devon Energy Corp., par value of the notional amount of Devon Energy Corp. 7.95%"
244,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,Expiration Date,June 2006
245,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,Notional Amount (000s),"$800,000"
246,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,Unrealized Appreciation/ (Depreciation) (000s),$553
247,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,CDS Text,"Receive quarterly notional amount multiplied by .59% and pay Merrill Lynch, Inc. upon default event of Raytheon Co., par value of the notional amount of Raytheon Co. 6.55%"
248,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,Expiration Date,March 2009
249,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,Notional Amount (000s),"$1,600,000"
250,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,Unrealized Appreciation/ (Depreciation) (000s),"$2,045"
251,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,CDS Text,"Receive quarterly notional amount multiplied by .35% and pay Goldman Sachs upon default event of Devon Energy Corp., par value of the notional amount of Devon Energy Corp. 7.95%"
252,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,Expiration Date,June 2006
253,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,Notional Amount (000s),"$800,000"
254,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,Unrealized Appreciation/ (Depreciation) (000s),$553
255,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,CDS Text,"Receive quarterly notional amount multiplied by .59% and pay Merrill Lynch, Inc. upon default event of Raytheon Co., par value of the notional amount of Raytheon Co. 6.55%"
256,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,Expiration Date,March 2009
257,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,Notional Amount (000s),"$1,600,000"
258,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,Unrealized Appreciation/ (Depreciation) (000s),"$2,045"
259,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,CDS Text,"Receive quarterly notional amount multiplied by .35% and pay Goldman Sachs upon default event of Devon Energy Corp., par value of the notional amount of Devon Energy Corp. 7.95%"
260,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,Expiration Date,June 2006
261,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,Notional Amount (000s),"$900,000"
262,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,Unrealized Appreciation/ (Depreciation) (000s),$623
263,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,CDS Text,"Receive quarterly notional amount multiplied by .35% and pay Goldman Sachs upon default event of Devon Energy Corp., par value of the notional amount of Devon Energy Corp. 7.95%"
264,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,Expiration Date,June 2006
265,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,Notional Amount (000s),"$900,000"
266,795422,FIDELITY ADVISOR SERIES II,2004-06-29,edgar/data/795422/0000795422-04-000050.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/795422/0000795422-04-000050.txt,Unrealized Appreciation/ (Depreciation) (000s),$623
267,797073,DREYFUS PREMIER FIXED INCOME FUNDS,2004-06-25,edgar/data/797073/0000797073-04-000005.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/797073/0000797073-04-000005.txt,NA,NA
268,803013,FIDELITY GARRISON STREET TRUST,2004-06-04,edgar/data/803013/0000803013-04-000014.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/803013/0000803013-04-000014.txt,CDS Text,"Receive quarterly notional amount multilpied by .23% and pay Goldman Sachs upon default event of Consolidated Natural Gas Co., par value of the notional amount of Consolidated Natural Gas Co."
269,803013,FIDELITY GARRISON STREET TRUST,2004-06-04,edgar/data/803013/0000803013-04-000014.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/803013/0000803013-04-000014.txt,Expiration Date,10/1/04 May
270,803013,FIDELITY GARRISON STREET TRUST,2004-06-04,edgar/data/803013/0000803013-04-000014.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/803013/0000803013-04-000014.txt,Notional Amount (000s),2004$
271,803013,FIDELITY GARRISON STREET TRUST,2004-06-04,edgar/data/803013/0000803013-04-000014.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/803013/0000803013-04-000014.txt,Unrealized Appreciation/ (Depreciation) (000s),"23,500,000405"
272,819118,FIDELITY CONCORD STREET TRUST,2004-04-27,edgar/data/819118/0000819118-04-000003.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/819118/0000819118-04-000003.txt,CDS Text,"Receive quarterly notional amount multiplied by .44% and pay JPMorgan Chase, Inc. upon default event of Lockheed Martin Corp., par value of the notional amount of Lockheed Martin Corp. 8.2%"
273,819118,FIDELITY CONCORD STREET TRUST,2004-04-27,edgar/data/819118/0000819118-04-000003.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/819118/0000819118-04-000003.txt,Expiration Date,Dec. 2008
274,819118,FIDELITY CONCORD STREET TRUST,2004-04-27,edgar/data/819118/0000819118-04-000003.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/819118/0000819118-04-000003.txt,Notional Amount (000s),"$5,000"
275,819118,FIDELITY CONCORD STREET TRUST,2004-04-27,edgar/data/819118/0000819118-04-000003.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/819118/0000819118-04-000003.txt,Unrealized Appreciation/ (Depreciation) (000s),$(13)
276,863520,WESTERN ASSET FUNDS INC,2004-06-03,edgar/data/863520/0001193125-04-098035.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/863520/0001193125-04-098035.txt,NA,NA
277,883676,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,2004-06-09,edgar/data/883676/0000936772-04-000114.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/883676/0000936772-04-000114.txt,NA,NA
278,889169,DREYFUS INVESTMENT GRADE FUNDS INC,2004-04-05,edgar/data/889169/0000889169-04-000005.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/889169/0000889169-04-000005.txt,NA,NA
279,906013,ALLIANCE WORLD DOLLAR GOVERNMENT FUND II INC,2004-06-09,edgar/data/906013/0000936772-04-000125.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/906013/0000936772-04-000125.txt,NA,NA
280,910524,ACM MANAGED DOLLAR INCOME FUND INC,2004-06-09,edgar/data/910524/0000936772-04-000116.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/910524/0000936772-04-000116.txt,NA,NA
281,1002718,ALLIANCEBERNSTEIN GLOBAL STRATEGIC INCOME TRUST INC,2004-07-09,edgar/data/1002718/0000936772-04-000141.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/1002718/0000936772-04-000141.txt,NA,NA
282,1014913,FRONTEGRA FUNDS INC,2004-09-08,edgar/data/1014913/0000898531-04-000283.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/1014913/0000898531-04-000283.txt,NA,NA
283,1035018,STRATEGIC PARTNERS MUTUAL FUNDS,2004-07-08,edgar/data/1035018/0001193125-04-115585.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/1035018/0001193125-04-115585.txt,NA,NA
284,1035018,STRATEGIC PARTNERS MUTUAL FUNDS,2004-09-29,edgar/data/1035018/0001193125-04-163833.txt,N-Q,https://www.sec.gov/Archives/edgar/data/1035018/0001193125-04-163833.txt,CDS Text,Receive a fixed rate equal to 0.625% and the Portfolio will pay to the counterparty at par in the event of default of United Mexican States 11.50% due 05/15/26. (cost $0; purchased
285,1035018,STRATEGIC PARTNERS MUTUAL FUNDS,2004-09-29,edgar/data/1035018/0001193125-04-163833.txt,N-Q,https://www.sec.gov/Archives/edgar/data/1035018/0001193125-04-163833.txt,Expiration Date,05 May
286,1035018,STRATEGIC PARTNERS MUTUAL FUNDS,2004-09-29,edgar/data/1035018/0001193125-04-163833.txt,N-Q,https://www.sec.gov/Archives/edgar/data/1035018/0001193125-04-163833.txt,Notional Amount (000s),200
287,1035018,STRATEGIC PARTNERS MUTUAL FUNDS,2004-09-29,edgar/data/1035018/0001193125-04-163833.txt,N-Q,https://www.sec.gov/Archives/edgar/data/1035018/0001193125-04-163833.txt,Unrealized Appreciation/ (Depreciation) (000s),556
288,1035018,STRATEGIC PARTNERS MUTUAL FUNDS,2004-09-29,edgar/data/1035018/0001193125-04-163833.txt,N-Q,https://www.sec.gov/Archives/edgar/data/1035018/0001193125-04-163833.txt,CDS Text,Receive a fixed rate equal to 0.65% and the Portfolio will pay to the counterparty at par in the event of default of United Mexican States 7.50% due 04/08/33. (cost $0; purchased
289,1035018,STRATEGIC PARTNERS MUTUAL FUNDS,2004-09-29,edgar/data/1035018/0001193125-04-163833.txt,N-Q,https://www.sec.gov/Archives/edgar/data/1035018/0001193125-04-163833.txt,Expiration Date,05 May
290,1035018,STRATEGIC PARTNERS MUTUAL FUNDS,2004-09-29,edgar/data/1035018/0001193125-04-163833.txt,N-Q,https://www.sec.gov/Archives/edgar/data/1035018/0001193125-04-163833.txt,Notional Amount (000s),100
291,1035018,STRATEGIC PARTNERS MUTUAL FUNDS,2004-09-29,edgar/data/1035018/0001193125-04-163833.txt,N-Q,https://www.sec.gov/Archives/edgar/data/1035018/0001193125-04-163833.txt,Unrealized Appreciation/ (Depreciation) (000s),298
292,1035018,STRATEGIC PARTNERS MUTUAL FUNDS,2004-09-29,edgar/data/1035018/0001193125-04-163833.txt,N-Q,https://www.sec.gov/Archives/edgar/data/1035018/0001193125-04-163833.txt,CDS Text,Receive a fixed rate equal to 1.80% and the Portfolio will pay to the counterparty at par in the event of default of Republic of Panama 9.375% due 04/01/29. (cost $0; purchased
293,1035018,STRATEGIC PARTNERS MUTUAL FUNDS,2004-09-29,edgar/data/1035018/0001193125-04-163833.txt,N-Q,https://www.sec.gov/Archives/edgar/data/1035018/0001193125-04-163833.txt,Expiration Date,05 Jun
294,1035018,STRATEGIC PARTNERS MUTUAL FUNDS,2004-09-29,edgar/data/1035018/0001193125-04-163833.txt,N-Q,https://www.sec.gov/Archives/edgar/data/1035018/0001193125-04-163833.txt,Notional Amount (000s),100
295,1035018,STRATEGIC PARTNERS MUTUAL FUNDS,2004-09-29,edgar/data/1035018/0001193125-04-163833.txt,N-Q,https://www.sec.gov/Archives/edgar/data/1035018/0001193125-04-163833.txt,Unrealized Appreciation/ (Depreciation) (000s),974
296,1035018,STRATEGIC PARTNERS MUTUAL FUNDS,2004-09-29,edgar/data/1035018/0001193125-04-163833.txt,N-Q,https://www.sec.gov/Archives/edgar/data/1035018/0001193125-04-163833.txt,CDS Text,Receive a fixed rate equal to 1.10% and the Portfolio will pay to the counterparty at par in the event of default of Republic of Panama 9.375% due 04/01/29. (cost $0; purchased
297,1035018,STRATEGIC PARTNERS MUTUAL FUNDS,2004-09-29,edgar/data/1035018/0001193125-04-163833.txt,N-Q,https://www.sec.gov/Archives/edgar/data/1035018/0001193125-04-163833.txt,Expiration Date,05 Jun
298,1035018,STRATEGIC PARTNERS MUTUAL FUNDS,2004-09-29,edgar/data/1035018/0001193125-04-163833.txt,N-Q,https://www.sec.gov/Archives/edgar/data/1035018/0001193125-04-163833.txt,Notional Amount (000s),300
299,1035018,STRATEGIC PARTNERS MUTUAL FUNDS,2004-09-29,edgar/data/1035018/0001193125-04-163833.txt,N-Q,https://www.sec.gov/Archives/edgar/data/1035018/0001193125-04-163833.txt,Unrealized Appreciation/ (Depreciation) (000s),"1,065"
300,1046232,EVERGREEN SELECT FIXED INCOME TRUST,2004-07-08,edgar/data/1046232/0000936772-04-000130.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/1046232/0000936772-04-000130.txt,NA,NA
301,1056707,DREYFUS INVESTMENT PORTFOLIOS,2004-08-31,edgar/data/1056707/0001056707-04-000028.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/1056707/0001056707-04-000028.txt,NA,NA
302,1119720,STATE FARM MUTUAL FUND TRUST,2004-09-08,edgar/data/1119720/0001193125-04-153300.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/1119720/0001193125-04-153300.txt,NA,NA
303,1131013,AB FUNDS TRUST/DE,2004-08-26,edgar/data/1131013/0000893220-04-001815.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/1131013/0000893220-04-001815.txt,NA,NA
304,1160990,PIMCO CORPORATE INCOME FUND,2004-07-09,edgar/data/1160990/0001047469-04-022855.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/1160990/0001047469-04-022855.txt,NA,NA
305,1168575,DREYFUS FIXED INCOME SECURITIES,2004-07-01,edgar/data/1168575/0001168575-04-000006.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/1168575/0001168575-04-000006.txt,NA,NA
306,1190935,PIMCO CORPORATE OPPORTUNITY FUND,2004-08-05,edgar/data/1190935/0001047469-04-025424.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/1190935/0001047469-04-025424.txt,NA,NA
307,19469,PHOENIX SERIES FUND,2004-07-07,edgar/data/19469/0000935069-04-000972.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/19469/0000935069-04-000972.txt,NA,NA
308,356494,VARIABLE INSURANCE PRODUCTS FUND,2004-09-01,edgar/data/356494/0000927384-04-000026.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/356494/0000927384-04-000026.txt,CDS Text,"Receive quarterly notional amount multiplied by .38% and pay Merrill Lynch, Inc. upon default event of EnCana Corp., par value of the notional amount of EnCana"
309,356494,VARIABLE INSURANCE PRODUCTS FUND,2004-09-01,edgar/data/356494/0000927384-04-000026.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/356494/0000927384-04-000026.txt,Expiration Date,4.75% 10/15/13
310,356494,VARIABLE INSURANCE PRODUCTS FUND,2004-09-01,edgar/data/356494/0000927384-04-000026.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/356494/0000927384-04-000026.txt,Notional Amount (000s),March2009
311,356494,VARIABLE INSURANCE PRODUCTS FUND,2004-09-01,edgar/data/356494/0000927384-04-000026.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/356494/0000927384-04-000026.txt,Unrealized Appreciation/ (Depreciation) (000s),"800,000(5,066)"
312,356494,VARIABLE INSURANCE PRODUCTS FUND,2004-09-01,edgar/data/356494/0000927384-04-000026.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/356494/0000927384-04-000026.txt,CDS Text,"Receive quarterly notional amount multiplied by .38% and pay Merrill Lynch, Inc. upon default event of EnCana Corp., par value of the notional amount of EnCana Corp. 4.75%"
313,356494,VARIABLE INSURANCE PRODUCTS FUND,2004-09-01,edgar/data/356494/0000927384-04-000026.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/356494/0000927384-04-000026.txt,Expiration Date,March 2009
314,356494,VARIABLE INSURANCE PRODUCTS FUND,2004-09-01,edgar/data/356494/0000927384-04-000026.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/356494/0000927384-04-000026.txt,Notional Amount (000s),"$25,000"
315,356494,VARIABLE INSURANCE PRODUCTS FUND,2004-09-01,edgar/data/356494/0000927384-04-000026.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/356494/0000927384-04-000026.txt,Unrealized Appreciation/ (Depreciation) (000s),$(158)
316,356494,VARIABLE INSURANCE PRODUCTS FUND,2004-09-01,edgar/data/356494/0000927384-04-000026.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/356494/0000927384-04-000026.txt,CDS Text,"Receive quarterly notional amount multiplied by .38% and pay Merrill Lynch, Inc. upon default event of EnCana Corp., par value of the notional amount of EnCana Corp. 4.75%"
317,356494,VARIABLE INSURANCE PRODUCTS FUND,2004-09-01,edgar/data/356494/0000927384-04-000026.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/356494/0000927384-04-000026.txt,Expiration Date,March 2009
318,356494,VARIABLE INSURANCE PRODUCTS FUND,2004-09-01,edgar/data/356494/0000927384-04-000026.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/356494/0000927384-04-000026.txt,Notional Amount (000s),"$100,000"
319,356494,VARIABLE INSURANCE PRODUCTS FUND,2004-09-01,edgar/data/356494/0000927384-04-000026.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/356494/0000927384-04-000026.txt,Unrealized Appreciation/ (Depreciation) (000s),$(633)
320,356494,VARIABLE INSURANCE PRODUCTS FUND,2004-09-01,edgar/data/356494/0000927384-04-000026.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/356494/0000927384-04-000026.txt,CDS Text,"Receive quarterly notional amount multiplied by .38% and pay Merrill Lynch, Inc. upon default event of EnCana Corp., par value of the notional amount of EnCana Corp. 4.75%"
321,356494,VARIABLE INSURANCE PRODUCTS FUND,2004-09-01,edgar/data/356494/0000927384-04-000026.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/356494/0000927384-04-000026.txt,Expiration Date,March 2009
322,356494,VARIABLE INSURANCE PRODUCTS FUND,2004-09-01,edgar/data/356494/0000927384-04-000026.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/356494/0000927384-04-000026.txt,Notional Amount (000s),"$1,800,000"
323,356494,VARIABLE INSURANCE PRODUCTS FUND,2004-09-01,edgar/data/356494/0000927384-04-000026.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/356494/0000927384-04-000026.txt,Unrealized Appreciation/ (Depreciation) (000s),"$(11,398)"
324,53808,DREYFUS LAUREL FUNDS TRUST,2004-08-26,edgar/data/53808/0000053808-04-000020.txt,N-CSR,https://www.sec.gov/Archives/edgar/data/53808/0000053808-04-000020.txt,NA,NA
325,722574,FIDELITY ADVISOR SERIES I,2004-08-03,edgar/data/722574/0000880709-04-000032.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/722574/0000880709-04-000032.txt,CDS Text,"Receive quarterly notional amount multiplied by .38% and pay Merrill Lynch, Inc. upon default event of EnCana Corp., par value of the notional amount of EnCana Corp. 4.75%"
326,722574,FIDELITY ADVISOR SERIES I,2004-08-03,edgar/data/722574/0000880709-04-000032.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/722574/0000880709-04-000032.txt,Expiration Date,March 2009
327,722574,FIDELITY ADVISOR SERIES I,2004-08-03,edgar/data/722574/0000880709-04-000032.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/722574/0000880709-04-000032.txt,Notional Amount (000s),$600
328,722574,FIDELITY ADVISOR SERIES I,2004-08-03,edgar/data/722574/0000880709-04-000032.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/722574/0000880709-04-000032.txt,Unrealized Appreciation/ (Depreciation) (000s),$(2)
329,722574,FIDELITY ADVISOR SERIES I,2004-08-03,edgar/data/722574/0000880709-04-000032.txt,N-CSRS,https://www.sec.gov/Archives/edgar/data/722574/0000880709-04-000032.txt,CDS Text,"Receive quarterly notional amount multiplied by 1.38% and pay Merrill Lynch, Inc. upon default event of Bombardier, Inc., par value of the notional amount of Bombardier, Inc. 6.75%"
